Period,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Gas Savings,Cogen savings,Electric Savings,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
FY2022,Best Mounting Corp.,Amir Rotlevi,anrotlevi@bestmounting.com,9178423783,130-11 Atlantic Avenue,Jamaica,NY,11418,Manufacturing,Mfg. of switchgears,IDA,3,,,09/28/2010,"9,634.54","62,597.87",0,0,"9,634.54",QUEENS,40.695926,-73.818689,409,29,4196970,4093750285,14202,QN0902
FY2022,"Bestec Concept, Inc.",Peter Kim,maxivision@msn.com,7189375848,"140 58th Street, Bldg B #8D",Brooklyn,NY,11220,Manufacturing,Dress uniforms,City/State,140,,,09/01/2016,"25,131.52","175,332.91",0,0,"25,131.52",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,Bettertex,Isaac Douek,astange@gamlaphoto.com,2129473790,"140 58th Street, Bldg. B unit 5I",Brooklyn,NY,11220,Wholesale/Warehouse/Distribution,Warehouse/Electronic,Tenant,8,,,07/03/2013,"2,819.26","30,249.46",0,0,"2,819.26",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,"BG Bindery, Inc",Michael Barbara,ekim2122@aol.com,7183928308,58-77 57th Street,Maspeth,NY,11378,Manufacturing,Commercial Printer,Relocator,50,,,10/15/2018,"16,615.62","86,207.61",0,0,"16,615.62",QUEENS,40.718685,-73.912115,405,30,4059034,4026220125,53501,QN0501
FY2022,"Big Orange Sheep, Inc.",Christopher Benham,chris@bigorangesheep.com,7183951912,"67 35th St, Bldg 5, 5-4-BNE, #B-441",Brooklyn,NY,11232,Commercial,Sound Recording Studio,Tenant,1,,,02/03/2021,"2,496.89","4,974.41",0,0,"2,496.89",BROOKLYN,40.656695,-74.006815,307,38,3336900,3006870001,1802,BK0702
FY2022,Bigheavy Studios,Andrew Barnes,andrew@bigheavystudios.com,3472953222,1102 Atlantic Avenue,Brooklyn,NY,11238,Manufacturing,Manufacturer of visual displays for store windows,Tenant,8,,,03/15/2016,"1,100.54","5,846.81",0,0,"1,100.54",BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2022,BIMMY''''''''''''''''S LLC,ELLIOT FREAD,elliot@bimmys.com,7183613144,47-00 33rd Street,Long Island City,NY,11101,Manufacturing,MANUFACTURER,Tenant,192,,,03/09/2017,"36,272.47","160,890.2",0,0,"36,272.47",QUEENS,40.742386,-73.932148,402,26,4003447,4002520018,19901,QN0202
FY2022,"Birns Telecommunication, Inc.",Sol Birnbaum,contact@birns.net,2123257304,925-931 McDonald Avenue,Brooklyn,NY,11218,Commercial,Telecommunication system,ICIP,36,,,12/07/2011,"8,176.78","131,138.15",0,0,"8,176.78",BROOKLYN,40.631548,-73.977306,314,40,3127550,3054080059,478,BK1202
FY2022,"Bjork Carle Woodworking, Inc.",Deirdre   Jones Bjork,bjorkcarle@earthlink.net,7184842347,"1102 Atlantic Avenue, Unit 1A",Brooklyn,NY,11238,Manufacturing,cabinetry and architectural milwork,Tenant,6,,,04/25/2016,"5,399.26","33,435.84",0,0,"5,399.26",BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2022,"Bo Bo Poultry Market, Inc.",Anita Lee,bobopoultry@gmail.com,7184170016,1311 Grand Street,Brooklyn,NY,11211,Manufacturing,Manufacture of poultry products and poultry processing plant,ICAP,32,,,02/01/2013,"23,853.3","250,453.46","2,895.97",0,"20,957.33",BROOKLYN,40.715927,-73.924917,301,34,,,44902,BK0104
FY2022,"BoyceTechnologies, Inc.",Charles Boyce,nmenon@boycetech.com,718685252,47-22 Pearson Place,Long Island City,NY,11101,Manufacturing,Life Saving Communication Devices,Relocator,73,,,03/09/2017,"102,824.59","454,650.24",0,0,"102,824.59",QUEENS,40.742724,-73.942538,402,26,4000743,4000990010,104,QN0201
FY2022,"Breuckelen Distilling Co., Inc.",Bradford Estabrooke,info@brkdistilling.com,3477254985,"75-77 19th St, 1A First Floor",Brooklyn,NY,11232,Manufacturing,Distiller of Spirits,Tenant,1,,,03/16/2010,268.63,"28,010.43",0,0,268.63,BROOKLYN,40.665937,-73.997971,307,38,3336793,3006320004,1801,BK0702
FY2022,"Brilliant Jewelers/MJJ, Inc.",Nicky Yakubovich,akampani@mjjbrillant.com,2123532326,30-30 Northern Blvd.,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Jewelry Manufacturer,Relocator,73,,,11/02/2020,"3,173.79","6,331.3",0,0,"3,173.79",QUEENS,40.751201,-73.934402,401,26,4003411,4002390060,17102,QN0161
FY2022,"Bronx River Media Group, LLC",John Battista,johnbattista@yorkstudios.com,3477748500,1410 Story Ave,Bronx,NY,10473,Manufacturing,film & television productios,IDA,8,,,02/13/2020,"46,373.5","160,132.63",0,0,"46,373.5",BRONX,40.821086,-73.88193,209,18,2127049,2036220018,28,BX0901
FY2022,"Bronx Westchester Tempering, Inc",Myles Kehoe,myleskehoe@bwtglass.com,2017414848,160 South MacQuesten Pkwy,Bronx,NY,10550,Manufacturing,glass and tempering,ICIP,15,,,09/29/2009,"2,756.92","392,634.44",0,0,"2,756.92",,,,,,,,,
FY2022,Brooklyn Bakery Inc.,Joseph Vitacco,NYbrooklynbread@gmail.com,7188370709,8118 18th Ave,Brooklyn,NY,11214,Manufacturing,Bread products,IDA,14,,,12/20/2021,"63,031.3","166,747.49","19,055",0,"43,976.3",BROOKLYN,40.609617,-73.999806,311,38,3164630,3063140053,276,BK1101
FY2022,Brooklyn Nets,Jeffrey Gewirtz,jgeweirtzbseglobal.net,7189429544,146-168 39th Street,Brooklyn,NY,11216,Commercial,Administrative Back office,Relocator,62,,,06/13/2016,"141,717.82","2,507,820.4",0,0,"141,717.82",BROOKLYN,40.655973,-74.01167,307,38,,,1802,BK0702
FY2022,Brooklyn Wholesale Bakery LLC,Seth Zalkin,zalkin@brooklynbrands.com,2126331399,828 East 144th Street,Bronx,NY,10454,Wholesale/Warehouse/Distribution,Commercial bakery,Tenant,252,,,02/08/2018,"43,003.28","221,169.8","6,089.54",0,"36,913.74",BRONX,40.808975,-73.907159,201,8,2097197,2025990035,31,BX0101
FY2022,Buck Design LLC,Frank Razo,frank.razo@buck.co,2126680111,"33 35th St, Bldg 5, Suites 5-5AA & 5-6AA",Brooklyn,NY,11232,Commercial,"graphic design, animation, related technology",Tenant,71,,,02/03/2021,"26,602.56","50,549.11",0,0,"26,602.56",BROOKLYN,40.657019,-74.007352,307,38,3336900,3006870001,1802,BK0702
FY2022,"Burden, LLC",Jonathan Burden,info@jonathanburden.com,2129418247,47-20 33rd Street,Long Island City,NY,11101,Manufacturing,Manufacture and refurbisher of furniture,Relocator,6,,,12/07/2016,545.17,"4,170.78",0,0,545.17,QUEENS,40.742122,-73.932203,402,26,4003447,4002520018,19901,QN0202
FY2022,C&G A-Plus Interior remodeling,David Hernandez,dhernandez@aplusir.com,9177405633,101-01 95th Avenue Unit 1D,Ozone Park,NY,11416,Manufacturing,Fabrication of finished Carpentry,Tenant,7,,,05/27/2022,22.19,164.7,0,0,22.19,QUEENS,40.688416,-73.84289,409,29,4196984,4093770001,114,QN0904
FY2022,"C. KENNETH IMPORTS, INC.",Dosun Jung,dosun.jung@ckennethimports.com,7183788400,250 COSTER STREET,Bronx,NY,10474,Wholesale/Warehouse/Distribution,IMPORTER/WHOLESALE DIST.,IDA,44,,,12/04/2019,"75,879.2","111,142.09",0,0,"75,879.2",BRONX,40.805769,-73.88514,202,17,2007012,2027770196,9302,BX0201
FY2022,"Carlton House Restoration, Inc.",Kenneth R. Dell,rod@carltonhouse.net,7186090762,18-20 Dacatur Street,Ridgewood,NY,11385,Other,,IDA,15,,,02/19/2020,"4,703.47","13,089.02",0,0,"4,703.47",,,,,,,,,
FY2022,"Casual Films, Inc.",Barnaby Cook,felicia@casualfilms.com,2127964933,"141 Flushing Ave, Bldg 77, Ste #902",Brooklyn,NY,11205,Manufacturing,film production and post production,Tenant,17,,,04/19/2019,"1,826.93","6,046.53",0,0,"1,826.93",BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2022,"CAVCO ROOFING, INC.",Robert Cavallino,rob@cavcoroofing.com,7182652551,338 37TH STREET,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,roof fabricator & contractor,ICIP,8,,,06/12/2009,0.33,"4,404.4",0,0,0.33,BROOKLYN,40.654403,-74.006109,307,38,3000000,3007000019,84,BK0702
FY2022,"Chase Bank, N.A.",Dan G. Bambrick,daniel.g.bambrick@jpmchase.com,5165786427,Three and Four Chase Metrotech Center,Brooklyn,NY,11201,Commercial,Financial Services,ICAP,557,,,07/03/2017,"306,841.85","1,360,352.45",0,0,"306,841.85",BROOKLYN,40.694059,-73.985741,302,33,3000000,3001420100,11,BK0202
FY2022,Chelsea Plastics Corp/Plexi-Craft Quality Products,Allen Frechter,allen@plexi-craft.com,2129243244,30-02 48th Avenue,Long Island City,NY,11101,Manufacturing,Acrylic furniture,Relocator,15,,,03/31/2016,"13,511.02","78,580.25",0,0,"13,511.02",QUEENS,40.741426,-73.937833,402,26,4003546,4002870011,19902,QN0202
FY2022,"Christie''''s Fine Art Storage Services, Inc",Tim Yule,tyule@christies.com,2126362479,62 Imlay Street,Brooklyn,NY,11231,Wholesale/Warehouse/Distribution,Fine Arts & Antique storage,ICAP,9,,,11/28/2012,"78,335.06","771,957.9","7,687.63",0,"70,647.43",BROOKLYN,40.682405,-74.008148,306,38,3008286,3005150050,5303,BK0601
FY2022,"Christopher Webb Films, Inc.",Graceann Dorse,Graceann@christopherWebb.tv,7186431032,81-83 14th Street,Brooklyn,NY,11215,Commercial,Provides cinematography and studio rental.,ICAP,2,,,12/11/2020,"3,407.74","7,111.3",0,0,"3,407.74",BROOKLYN,40.669178,-73.995015,306,38,3023331,3010320058,117,BK0601
FY2022,Cine Magic LIC Studio LLC,Peter Kapsalis,peter@eastriverstudios.com,9178052177,30-15 48th Ave,Queens,NY,11101,Manufacturing,TV Production,IDA,3,,,03/09/2022,"9,003.98","43,409.89",0,0,"9,003.98",QUEENS,40.741404,-73.937497,402,26,4436700,4002830001,19902,QN0202
FY2022,"Citibank, N.A.",Keith Owen,tony.agazzi@citi.com,7182484939,ONE COURT SQUARE/ 25-01 JACKSON AVE,Queens,NY,11120,Commercial,ADMINIST. OFFICES,ICIP,699,,,10/06/2009,"10,089","1,346,498.28",0,0,"10,089",,,,,,,,,
FY2022,City Baking LLC aka Bakery City LLC,Barry Blaine,citybaking@aol.com,7183928514,10-41 45th Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Commercial Baker,ICIP,19,,,07/08/2014,"7,408.57","68,499.61",753.68,0,"6,654.89",QUEENS,40.748069,-73.951216,402,26,4000427,4000510016,702,QN0201
FY2022,CN MANAGEMENT LLC,Peter PAPAGIANAKIS,spartanllc@verizon.net,9174780570,25-40 27TH ST.,QUEENS,NY,11102,Commercial,Real estate holding co.,ICIP,1,,,02/01/2013,278.49,"2,582.99",0,0,278.49,QUEENS,40.771363,-73.920956,401,22,4018553,4008610076,69,QN0103
FY2022,COMFORT BEDDING,Mosses Kohn,mark@comfortbeddinginc.com,7184587662,13 CHRISTOPHER AVENUE,Brooklyn,NY,11212,Manufacturing,MFG. MATR. BX SPRINGS,ICIP,35,,,02/23/2015,"1,470.43","13,036.28",0,0,"1,470.43",BROOKLYN,40.673568,-73.906839,316,37,3083411,3036760005,908,BK1602
FY2022,Comp Trading LLC,Michael Sasson,michael@mtmsalescorp.com,2015201366,241 37th St. Suite B460,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,Supply Casino with promotional/giveaways,Tenant,4,,,12/03/2019,807.53,"4,638.98",0,0,807.53,BROOKLYN,40.6558,-74.008408,307,38,3336906,3006950001,2,BK0702
FY2022,"Concept Farm, Inc.",Griffin Stenger,Gregg@conceptfarm.com,2124639939,11-25 44th Road,Long Island City,NY,11101,Manufacturing,Advertsing service and video production,Relocator,18,,,03/08/2018,469.24,"15,047",0,0,469.24,QUEENS,40.749237,-73.949061,402,26,4005223,4004460021,1903,QN0201
FY2022,Control Electropolishing Corp,Nancy Zapata,nzapata@controlelectropolishing.com,7188586634,PO Box 790385,Middle Village,NY,11379,Manufacturing,Metal finishing for medical device components,ICAP,21,,,12/23/2021,"12,459.02","30,529.85","2,546.57",0,"9,912.45",,,,,,,,,
FY2022,Cotronics Corporation,Renee Bernstein,Renee@cotronics.com,7187885533,131 47th Street,Brooklyn,NY,11232,Manufacturing,Manufactures and distrbutes high temper materials and condutive adhesives,ICIP,18,,,05/15/2013,"4,208.18","37,751.05",0,0,"4,208.18",BROOKLYN,40.65163,-74.016574,307,38,3322614,3007350120,1803,BK0702
FY2022,Craighill LLC,Hunter Craighill,hunter@craighill.co,7189285504,11-55-1205 Manhattan Avenue #2-3-3,Brooklyn,NY,11222,Manufacturing,Home Goods/Personal accessories,Tenant,10,,,01/03/2022,913.39,"1,669.69",0,0,913.39,,,,,,,,,
FY2022,"Crystal Lake Trading, Inc.",Peter Fung,pfung@crystallaketrading.com,7187590088,140 58th Street Bldg. B Unit 4B,Brooklyn,NY,11220,Manufacturing,Mfg. of Dresses,Relocator,3,,,11/01/2010,"1,461.5","114,911.74",0,0,"1,461.5",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,CTAC Holdings LLC,Jeremy Merritt,bookkeeper@li-lacchocolates.com,2129242280,"68 35th St., 1st. Fl #18",Brooklyn,NY,11232,Manufacturing,,Tenant,72,,,04/02/2020,"10,025.46","22,050.87",0,0,"10,025.46",BROOKLYN,40.65667,-74.006808,307,38,3336903,3006910001,1802,BK0702
FY2022,"Cyracom International, Inc.",Jeremy Woan,kleeper@cyracom.com,5202321673,41-61 Kissena Blvd.,Flushing,NY,11354,Other,Interpretation & Language Services,Relocator,76,,,07/01/2015,"12,018.7","77,305.78",0,0,"12,018.7",QUEENS,40.757519,-73.827755,407,20,4114293,4050450001,853,QN0707
FY2022,D.S. & Durga LLC,Kavita Ahuja,durga@dsanddurga.com,9176125566,"141 Flushing Ave, Bldg 77, #608",Brooklyn,NY,11205,Manufacturing,perfume and candles,Tenant,8,,,08/19/2019,"2,165.83","6,139.76",0,0,"2,165.83",BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2022,DAIRYLAND USA CORP.,Ken Clark,kclark@chefswarehouse.com,7188428700,240 FOOD CENTER DRIVE,Bronx,NY,10474,Wholesale/Warehouse/Distribution,WHLS. FOOD DIST. AND MFG.,Tenant,30,12,30,02/03/2005,"61,066.07","1,342,417.64",0,0,"61,066.07",BRONX,40.810302,-73.873742,202,17,2127434,2027700001,11702,BX0201
FY2022,Daniel Scuderi,David Scuderi,danielscuderi@Danielscuderi.com,2129472499,47-15 Barnett  Avenue,Queens,NY,11101,Manufacturing,Antique Furniture,Relocator,5,,,10/14/2016,"3,356.03","19,264.91",0,0,"3,356.03",QUEENS,40.750033,-73.915867,402,26,4001325,4001420227,17101,QN0261
FY2022,"Dart Medical Labortory, Inc.",Zina Korposh,info@dartmedicallab.com,7189341918,140 58th Street Bldg. A Unit 3L,Brooklyn,NY,11220,Commercial,Clinical Laboratory testing facility,Tenant,22,,,03/19/2015,"13,260.25","69,080.46",0,0,"13,260.25",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,Dasny Mechanical Inc.,George Wu,jf@dasnymech.com,7183660123,112-20 14th Avenue,Queens,NY,11356,Manufacturing,HVAC systems,IDA,26,,,09/30/2011,"6,996.34","97,988.97",0,0,"6,996.34",QUEENS,40.785665,-73.854823,407,19,4566577,4040470001,929,QN0701
FY2022,Dead Cities Clothing,Jordan Wunder,jordan.wunder@mac.com,6465895959,1155-1205 Manhattan Avenue,Brooklyn,NY,11222,Manufacturing,Screen Printing apparel design,Tenant,2,,,09/30/2021,456.33,874.24,0,0,456.33,BROOKLYN,40.738113,-73.955453,301,33,3404803,3024720350,56302,BK0101
FY2022,Delvi Realty Corp.,Walter Villacis,villacisw@gmail.com,9174181083,18-48 Steinway Street,Astoria,NY,11105,Landlord,SEP & engineering consultant svcs,ICAP,2,,,04/10/2018,"1,218.43","4,997.1",0,0,"1,218.43",QUEENS,40.779245,-73.898267,401,22,4448619,4008130063,12301,QN0101
FY2022,DEPOSITORY TRUST COMPANY,Devika khusial,Dkhusial@DTCC.com,2128558287,140 58TH STREET,Brooklyn,NY,11220,Commercial,DATA PROCESSING,Tenant,100,,,07/03/2013,"65,738.05","2,753,543.41",0,0,"65,738.05",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,Dinas Distribution Corp.,Carlos Cordoba,ccordoba@dinascorp.com,7186289899,104-46 Dunkirk Street,Queens,NY,11412,Wholesale/Warehouse/Distribution,Distributor of foods,IDA,18,,,04/20/2010,"3,279.07","123,889.02",0,0,"3,279.07",QUEENS,40.704634,-73.774736,412,27,4440678,4103430085,444,QN1201
FY2022,"DNJ Industries, Inc.",Ciro Intini,cintini@dnjmechanical.com,7188949414,55-05 Flushing Avenue,Maspeth,NY,11378,Manufacturing,"HVAC Installer, Heating & AC Duct Work",IDA,61,,,11/13/2020,436.49,"19,587.17",0,0,436.49,QUEENS,40.715669,-73.912278,405,30,4437490,4026300046,53501,QN0501
FY2022,Dr. Smood New York Production LLC,Dan Schwartz,dans@drsmood.com,5162428036,47-10 Austel Place,Long Island City,NY,11101,Manufacturing,Food,Relocator,13,,,08/04/2017,"15,850.6","57,023.49",0,0,"15,850.6",QUEENS,40.743404,-73.941909,402,26,4000742,4000980042,104,QN0201
FY2022,Dreaming Up Sweets LLC,Ron Spinelli,ron.spinelli@gmail.com,5163590065,9-03 44th Road,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Produce Speaciality Weddding Cakes,Tenant,1,,,03/18/2022,380.74,549.43,0,0,380.74,QUEENS,40.749782,-73.951854,402,26,4005252,4004510001,1903,QN0201
FY2022,Duce Construction Corp.,Vejai Dadydeen,vejai@ducecc.com,2123162400,412 West 127th Street,New York,NY,10027,Commercial,Construction Management,Tenant,31,,,06/10/2013,"1,075.33","14,782.62",0,0,"1,075.33",MANHATTAN,40.812887,-73.953622,109,7,1081778,1019670015,21303,MN0902
FY2022,"E&C Property Holdings South, Inc.",Gerard Finkel,vmundo@jibei.com,7185912000,48-40 34th Street,Long Island City,NY,11101,Commercial,Real Estate,ICIP,484,,,08/06/2018,"48,514.4","182,039.42",0,0,"48,514.4",QUEENS,40.740316,-73.931613,402,26,4003455,4002550016,19901,QN0202
FY2022,"E. J. York, Inc.",Doel Rivera,Doel@ejork.com,2122557606,34-16 11th Street,Queens,NY,10018,Commercial,Lanlord,Relocator,10,,,04/03/2020,"2,159.03","4,453.47",0,0,"2,159.03",,,,,,,,,
FY2022,"EASTERN CONCEPTS, INC.",ERIC GREENBERG,ericg@gm-graphics.com,2124723377,11030 45TH ROAD,LONG ISLAND CITY,NY,11101,Manufacturing,Signs and Award Plaques,Relocator,9,,,11/04/2015,"1,986.26","13,696.27",0,0,"1,986.26",QUEENS,40.746929,-73.949225,402,26,4617933,4000547501,702,QN0201
FY2022,"Eastern Effects, Inc.",Christopher Hayes,Scott@easterneffects.com,7188551197,302 Scheffield Avenue,Brooklyn,NY,11215,Wholesale/Warehouse/Distribution,Storage Wharehouse,IDA,29,,,02/23/2016,"16,867.29","138,256.68",0,0,"16,867.29",,,,,,,,,
FY2022,"Eastern Plating, Inc.",Shlomo Basch,sol@easterntabletop.com,7185224142,1943 Pitkin Avenue,Brooklyn,NY,11207,Wholesale/Warehouse/Distribution,Mfg. Silver Plating,ICIP,20,,,04/22/2010,338.05,"47,160.11",0,0,338.05,BROOKLYN,40.671139,-73.900999,305,37,3083763,3037150033,1144,BK0502
FY2022,"Eclectic/Encore Properties, Inc.",Suri Bieler,suri@eclecticprops.com,2126458880,47-51 33rd Street,Long Island City,NY,11101,Commercial,Prop and rental company,IDA,18,,,07/08/2015,"13,590.49","73,839.19",0,0,"13,590.49",QUEENS,40.741725,-73.932261,402,26,4311874,4002510001,19901,QN0202
FY2022,"Eden Works, Inc.",Johnny Bowman,johnny@edenworks.com,3108041305,181 Lombardy Street,Brooklyn,NY,11222,Wholesale/Warehouse/Distribution,"Fish, Salad greens to Grocery stores",ICAP,12,,,12/02/2021,"25,384.19","38,134.87","1,017.98",0,"24,366.21",BROOKLYN,40.723549,-73.933492,301,34,3069720,3028210011,44902,BK0104
FY2022,Egg Collective LLC,Hillary Petrie,hillary@eggcollective.com,3478897594,"67 35th St, Bldg 5, Unit 5-6-BNE, Ste B-641",Brooklyn,NY,11232,Manufacturing,Furniture,Tenant,10,,,12/02/2020,"3,156.57","4,897.4",0,0,"3,156.57",BROOKLYN,40.656695,-74.006815,307,38,3336900,3006870001,1802,BK0702
FY2022,"EMG Media, Inc.",Adam Pierce,adamp@emgmediainc.com,2129939429,11-11 44th Drive,Queens,NY,11101,Commercial,organize corp events and sales promo svcs,Relocator,24,,,07/08/2015,"4,567.97","21,281.25",0,0,"4,567.97",QUEENS,40.748483,-73.949282,402,26,4005232,4004470013,1903,QN0201
FY2022,"Empress Media, Inc.",David Miller,dmiller@empressmam.com,2126434898,"39-20 24th St, 2nd Fl",Queens,NY,11101,Manufacturing,computer software & design,Relocator,15,,,12/04/2018,"3,528.33","23,619.7",0,0,"3,528.33",QUEENS,40.754795,-73.937896,401,26,4314376,4003940034,3302,QN0105
FY2022,Epic Pharma LLC,Ram Potti,r.potti@epic-pharma.com,7182768600,227-15 North Conduit Avenue,Queens,NY,11413,Manufacturing,Prescription pharmaceuticals,ICIP,187,,,09/08/2014,"184,570.12","1,286,826.78","5,394.75",0,"179,175.37",QUEENS,40.666407,-73.746684,413,31,4440705,4131930100,682,QN1305
FY2022,"Estee Lauder Companies, Inc",Henry Goodfriend,hgoodfri@estee.com,9149600408,27-01 Queens Plaza North,Queens,NY,11101,Manufacturing,"toiletries, perfume, makeup, skin care",Relocator,179,,,07/03/2019,"75,737.97","164,943.78",0,0,"75,737.97",QUEENS,40.750561,-73.939315,401,26,4005016,4004160010,3301,QN0105
FY2022,Evergreen 105 LLC,Michael Berry,mberry@storagedeluxe.com,2129040403,"26 W 17th St, Ste 801",New York,NY,10011,Wholesale/Warehouse/Distribution,Comprehensive Art Services,IDA,5,,,04/01/2020,"81,955.61","136,614.93",0,0,"81,955.61",MANHATTAN,40.738349,-73.993277,105,3,1015400,1008180066,54,MN0501
FY2022,"EverGreene Architectural Arts, Inc.",Alan Weiner,sfatima@evergreene.com,2122442800,253 36thStreet,Brooklyn,NY,11232,Manufacturing,specialty contractor and design studio,Relocator,78,,,10/30/2018,"9,073.11","35,154.12",0,0,"9,073.11",,,,,,,,,
FY2022,"E-Z Ink, Inc.",Oleg Zoan,oleg.ezink@gmail.com,7183698211,140 58th Street Bldg. B Unit 4E,Brooklyn,NY,11220,Wholesale/Warehouse/Distribution,Industrial Supply Wholesalers,City/State,38,,,09/03/2014,"5,749.25","75,385.01",0,0,"5,749.25",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,Faviana International Inc,Omid Pourmoradi,omid@faviana.com,2125944422,31-10 Hunters Point Ave,Queens,NY,11101,Manufacturing,design & manufacture women''''''''s evening wear,IDA,8,,,07/07/2016,"10,171.42","48,358.58",0,0,"10,171.42",QUEENS,40.740233,-73.935968,402,26,4003554,4002890034,19902,QN0202
FY2022,"FAVORITE PLASTICS CO., INC.",Mitchell Kirschner,plasticsrus@aol.com,7182537000,1465 UTICA AVENUE,Brooklyn,NY,11205,Manufacturing,MFG. PLASTIC BAGS,IDA,42,,,06/02/2017,"18,272.54","163,497.23","9,790.63",0,"8,481.91",BROOKLYN,40.636521,-73.928747,318,45,3325342,3079690020,932,BK1702
FY2022,Fay Da Manufacturing Corp.,Kellen Chow,kellen@fayda.com,7184569331,186-192 SEIGEL STREET,Brooklyn,NY,11206,Manufacturing,Mfg Asian dessert food products,ICIP,15,,,07/07/2009,"1,297.2","298,108.3",528.79,0,768.41,BROOKLYN,40.704687,-73.938484,301,34,3071471,3031000011,485,BK0104
FY2022,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,830 Fountain Avenue,Brooklyn,NY,11239,Commercial,OVERNIGHT SHP.,ICAP,77,,,07/08/2015,"68,677.49","476,664.45",0,0,"68,677.49",BROOKLYN,40.659816,-73.866717,305,42,3346449,3044520425,107001,BK0504
FY2022,Fidelity Payment Services Ltd.,Uri Kunstlinger,legal@fidelitypayment.com,7187822823,"141 Flushing Ave, Bldg 77, Suites 501 & 510",Brooklyn,NY,11205,Commercial,Merchant payment processing & related svcs,Tenant,76,,,05/20/2019,"12,470.23","39,762.4",0,0,"12,470.23",BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2022,"Final Push Construction, Inc.",Sam Morse,sammorse@southsidebd.com,7189633884,1155-1205 Manhattan Avenue #3-1-2A,Brooklyn,NY,11222,Manufacturing,Exhibit Elements/Display Cases/ Pedestals for Museums and Galleries,Tenant,6,,,01/03/2022,"1,083.63","2,050.06",0,0,"1,083.63",BROOKLYN,40.738113,-73.955453,301,33,3404803,3024720350,56302,BK0101
FY2022,Fine & Raw LLC,Daniel Sklaar,chocolate@fineandraw.com,6462440734,70 Scott Avenue,Brooklyn,NY,11237,Manufacturing,Maunfacturer of Chocolate,ICAP,11,,,04/08/2021,-334.12,"1,518.83",0,0,-334.12,BROOKLYN,40.70986,-73.922706,301,34,3070597,3029900001,44902,BK0104
FY2022,First United Distribution Corp.,Ismeta Durkovic,ismetaksdc@gmail.com,7183261219,58-38 59th Street,Queens,NY,11378,Wholesale/Warehouse/Distribution,Carrier Operation,Tenant,2,,,10/16/2015,"2,691.85","18,254.98",0,0,"2,691.85",QUEENS,40.720022,-73.908286,405,30,4539678,4026810052,525,QN0501
FY2022,Foliage & Floral Design Inc,Mary-Ellen Kiefer-Sampson,mesfoliage@yahoo.com,9175618781,58-86 Grand Avenue,Maspeth,NY,11378,Wholesale/Warehouse/Distribution,Storage of Silk & fresh flowers,Tenant,1,,,03/18/2022,313.75,"1,350.66",0,0,313.75,QUEENS,40.720275,-73.908942,405,30,4540084,4026810044,525,QN0501
FY2022,"Food Saver, New York, Inc.",Orin Tucker,andre@cvmventures.com,7182099300,402 E. 83rd Street,Brooklyn,NY,11236,Wholesale/Warehouse/Distribution,"Fish and seafood markets,",ICIP,15,,,05/26/2015,"30,405.51","152,523.42","4,166.84",0,"26,238.67",BROOKLYN,40.643104,-73.917904,318,42,3221975,3079180111,960,BK1803
FY2022,FoodFest Depot LLC,Michael Tyras,mtyras@foodfestdepot.com,7183781122,550 E. 132nd Street,Bronx,NY,11545,Wholesale/Warehouse/Distribution,Distibutor of meats and groceries to restaurants and delis,IDA,16,,,08/11/2014,"57,751.79","456,822.69",0,0,"57,751.79",,,,,,,,,
FY2022,Fortress Hill EPS Inc,HW Simon Yan,fps.sample@gmail.com,2128680888,"30-30 Northern Blvd, Ste 301",Long Island City,NY,11101,Manufacturing,Garments,Relocator,14,,,01/06/2021,"4,858.54","7,394.83",0,0,"4,858.54",QUEENS,40.751201,-73.934402,401,26,4003411,4002390060,17102,QN0161
